Hybridization REF	MBA:MEXP:2462	MBA:MEXP:2463	MBA:MEXP:2464	MBA:MEXP:2465	MBA:MEXP:2466	MBA:MEXP:2467	MBA:MEXP:2468	MBA:MEXP:2469	MBA:MEXP:2470	MBA:MEXP:2471	MBA:MEXP:2472	MBA:MEXP:2473	MBA:MEXP:2474	MBA:MEXP:2475	MBA:MEXP:2476	MBA:MEXP:2477	MBA:MEXP:2478	MBA:MEXP:2479	MBA:MEXP:2480	MBA:MEXP:2481
R:A-SNGR-8:5309	0.936515	0.7205534	1.1104774	1.1612854	1.0722872	0.90770894	0.7064804	0.88468707	0.928989	1.2443526	1.1927209	1.01286	1.0934986	1.305637	1.1782682	0.8655427	1.2689327	0.98714	0.92573947	null
R:A-SNGR-8:3030	0.58275026	0.69376284	0.7635283	0.8272984	0.8376716	0.95070744	1.0635142	1.0965873	1.1438591	0.9893174	0.98912185	1.029143	0.9764696	1.1601615	0.94921046	1.0310023	1.0106826	1.1853448	1.192004	1.138044
R:A-SNGR-8:4541	1.1386362	1.1427612	0.84398854	0.81525457	0.8216183	0.898547	1.0654833	1.0428098	0.976097	0.82834953	0.8362709	0.9536122	0.92573524	null	0.99238116	1.0076188	1.1678393	1.0809022	1.1004779	1.4231259
R:A-SNGR-8:2985	1.0094452	0.768549	1.0009139	0.9756829	1.0277798	1.04099	0.9609692	0.9003758	0.92469263	1.1201973	1.0942707	0.951882	0.99405885	0.91890335	0.993721	1.016497	1.0995958	1.1295724	1.0160502	null
R:A-SNGR-8:1238	null	null	null	null	1	null	null	0.88696426	null	null	1.2013422	null	null	null	null	null	null	null	1	null
R:A-SNGR-8:4797	0.838094	0.76542854	0.7732278	0.8415216	0.89354765	0.94316196	1.050324	1.0242147	1.056617	1.0656937	1.0615935	0.9913235	1.0110141	0.96840984	0.9643189	1.0646429	1.1927416	1.0086765	1.0984018	0.90398324
R:A-SNGR-8:6077	1.181892	1.2861836	1.1576381	1.0524025	0.939006	1.0497497	0.99539393	1.0775864	1.1122141	1.0295411	0.88986564	1.0046059	0.8724172	1.0105743	0.93817633	0.9342652	0.81053907	0.87708557	0.9702651	null
R:A-SNGR-8:685	0.66585135	0.6497033	0.74827325	0.842855	0.7936163	0.76778936	0.83127034	0.98009	1.015087	0.98491293	0.9219465	1.0814722	1.0291879	1.1269075	1.1277232	1.33876	1.1540841	1.1682087	1.2771688	1.2256911
R:A-SNGR-8:4066	1.3062537	1.1248868	1.1369535	0.9216472	0.9915236	1.0506538	1.0511783	1.0836852	1.3252813	1.2622364	1.0419247	0.8572321	0.83912903	0.91611046	0.9142609	1.0084764	0.73527557	0.89332736	0.9198021	0.7085911
R:A-SNGR-8:535	1.340275	1.4982542	1.2015872	1.1426226	0.97545743	0.9733446	1.096744	1.105707	1.0185292	0.9616121	0.8920411	0.9849747	0.956216	1.096027	1.0079192	0.9920809	0.9254264	0.88706636	0.9362387	1.0668211
R:A-SNGR-8:4009	1.02929	1.121695	1.0890632	1.1066296	1.0895121	1.0479743	1.023043	0.9355742	0.8968334	0.86904037	0.88232785	0.9518416	1.0700728	0.96860015	1.1867942	0.9761605	0.976957	0.9612776	0.9328606	1.1360407
R:A-SNGR-8:1815	1.1290258	1.3533226	1.0028564	0.96628714	0.9958755	0.94923955	0.9517945	1.0955124	1.0449668	1.014053	0.91027486	1.0188386	0.9698909	1.0849508	0.92262185	0.8502846	1.0143479	0.9675143	0.9971437	1.2198203
R:A-SNGR-8:2397	0.9335012	1.1937264	1.001157	1.0207745	1.0729325	1.1092656	1.1021067	1.0353768	0.99884295	0.9044311	0.9122027	0.98308897	0.9288941	1.0810478	1.0328898	1.0941968	0.94478506	0.8812311	0.87528884	0.9523457
R:A-SNGR-8:4178	null	1.2403533	null	0.8601395	0.9235037	0.9727028	1.1660225	1.1895597	1.0272971	null	0.8936296	1.0331796	0.87174296	0.9374674	0.8622571	0.92720467	0.9362608	0.96444577	1.0651017	1.2812825
R:A-SNGR-8:4973	1.3486652	1.1742959	0.9521104	1.0605985	null	0.7839063	1.0792398	1.0377613	0.7839063	0.7839063	0.98563904	0.7839063	0.7839063	0.97214985	1.0143608	1.036415	1.095199	1.3986169	1.1532202	null
R:A-SNGR-8:2653	1.0928063	1.0357331	0.936322	0.9158331	0.9997153	0.9567828	1.0385318	1.0296239	1.0804485	0.98537683	1.0001158	0.9303403	0.9998841	0.9296744	1.0048356	0.9696862	0.97116184	null	1.095454	1.1756041
R:A-SNGR-8:2729	1.1532352	null	1.2137595	1.1091578	1.0279313	0.9264907	0.89429367	0.8838754	0.9264907	0.9264907	1.0693712	1.0267829	1.2134316	1.2664107	1.1023365	0.9732171	1.0288533	0.94261324	0.96473134	null
R:A-SNGR-8:1117	0.74666184	0.71995705	1.0164132	1.1058515	1.2441988	1.1233808	0.9557881	0.789951	0.9597252	0.9344653	0.9835869	1.1259645	1.1743774	1.1836834	1.2584513	1.1700466	1.0856013	0.8093781	0.9469002	0.9509891
R:A-SNGR-8:93	0.8719793	0.77618635	0.9418523	1.0205896	1.0403769	1.07582	0.9919726	1.0701764	0.96555823	0.95877314	1.0115099	0.9674047	null	0.97932756	1.0080273	1.0947745	1.0814787	1.050172	1.0992569	0.8714551
R:A-SNGR-8:605	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:861	1.0908062	1.015651	1.2639526	1.0445894	0.86305463	0.85463256	0.9674416	1.0135747	1.1001632	1.1253816	1.074318	1.0782758	0.9972029	0.9691421	0.8411819	0.79949343	0.98576933	0.98092824	1.002797	0.9787054
R:A-SNGR-8:5997	0.8657986	0.9268142	1.0414941	0.92993885	1.022914	0.975414	0.9269798	0.946297	1.0738418	1.0475712	1.0260655	1.0550356	0.997081	1.0444189	1.0506161	0.9448487	0.9768338	1.0171367	0.9133663	1.002919
R:A-SNGR-8:3427	1.100489	null	1.1482633	1.0643362	0.96353626	0.9359589	0.8258214	0.907639	0.8411614	1.182258	1.105317	1.0364637	1.2452441	1.079682	1.2632648	1.1470777	0.8935405	0.866558	0.936497	0.75834304
R:A-SNGR-8:3753	1.0068889	0.99311125	1.2201375	1.145857	1.1377416	0.9384955	0.87091786	0.8395111	0.8904658	1.1512325	1.1169263	1.145192	1.0607938	1.0335084	1.0504622	0.73997784	0.74544746	null	0.75876474	0.7577127
R:A-SNGR-8:4509	0.17943066	0.3808372	0.78400403	1.7455695	2.8339615	2.50287	1.3809376	0.6468374	0.52049184	0.60405076	0.77636784	1.0958629	1.5688972	2.5351555	3.0251062	3.1132321	1.8351203	0.88672596	0.402733	0.90413725
R:A-SNGR-8:4765	1.1250868	1.1744632	0.89529	0.95696306	0.88375175	0.872474	0.9003106	1.0409608	0.9862151	1.0281593	0.97860724	1.0937402	1.0155019	1.071621	1.0137849	0.97644377	1.0158325	0.94570684	0.91368926	1.3486925
R:A-SNGR-8:4717	1.0746139	0.65207946	0.86648566	0.9317801	1.1205257	1.0594392	0.85556453	0.81669533	0.9941341	1.1779665	1.3993938	0.9685868	1.037956	0.93872637	1.0426935	0.9698985	1.0058659	0.88459367	1.1052222	null
R:A-SNGR-8:6045	0.938503	0.97956496	0.9956454	0.95224416	1.0145	1.1285071	1.0660977	0.9916849	1.0953244	1.0385959	1.0104952	0.96380377	1.0128493	1.0043546	1.042192	0.97599065	1.0508121	0.72167265	0.984046	0.70258456
R:A-SNGR-8:3797	0.95686585	1.1410561	0.96024454	0.9219355	0.9488871	1.0041707	1.0787588	1.0828816	1.0664403	0.926989	0.9313132	1.0826968	0.9569892	1.05694	0.9824124	1.0058507	1.0019903	0.99800974	0.9545688	1.3023188
R:A-SNGR-8:2403	1.0947866	null	null	1.1515986	1.2463768	1	0.96058816	0.9811934	null	1	0.9988426	1	1.255814	null	1.0909438	1.0054325	0.9895467	1.0893565	0.9645593	null
R:A-SNGR-8:3741	1.1864095	0.86654884	1.1855783	1.0823334	1.2497451	1.0524131	0.7715543	0.81105006	0.96295965	1.16319	1.2723565	1.0420456	0.99440396	0.89199686	1.1266835	1.0055959	0.8313706	0.78350747	0.8868243	null
R:A-SNGR-8:2473	0.6669635	0.5658874	0.7651753	0.8389842	0.91752476	0.99287945	1.0355467	0.96191156	0.9676196	1.0071205	1.0233796	1.0182137	1.0482903	1.0669792	1.0924188	1.1373882	1.191385	0.98416126	1.0731509	0.8472748
R:A-SNGR-8:2717	0.69022375	0.67821085	1.2010328	1.7029004	2.0041382	1.4045321	0.87941086	0.7079887	0.73498046	0.9349253	1.0620501	1.094441	1.4198307	1.619429	2.0028644	1.4670175	0.93794996	0.6026432	0.6155999	0.4542607
R:A-SNGR-8:2973	1.0612364	0.9906987	1.0838149	1.0949377	0.9353939	0.97134215	0.9521389	1.0093014	0.97747684	0.9720363	1.0356952	1.0687847	1.1704353	0.9299665	1.0426	1.0157157	0.96444416	0.9266966	0.9341348	1.0318242
R:A-SNGR-8:1669	0.7279754	0.7961863	0.7949804	0.8602413	0.80683136	0.6665418	0.65977526	0.7630108	0.95320064	0.9849755	1.0150244	1.1738802	1.0445961	1.0313044	1.0195035	1.0354185	1.1869781	1.2620163	1.2830644	1.6459943
R:A-SNGR-8:918	1.1216135	0.95635164	1.0516433	0.9653615	0.9804114	0.97783804	1.000921	1.0192456	1.1591954	1.171745	1.0693257	0.9931726	0.95615304	0.8926026	0.88981956	0.9743139	1.068776	1.070513	1.1209165	0.9990789
R:A-SNGR-8:3497	1.0651625	null	1.2350049	1.0494359	1.1327194	0.9924103	0.88235044	0.86891615	0.86702126	1.0643348	0.9567233	1.0075899	1.387425	1.0762872	1.165605	1.0188851	0.91555715	null	0.9586905	null
R:A-SNGR-8:413	0.8167536	0.5966129	0.9280236	1.0324854	1.2035981	1.0791414	0.84780204	0.9953383	0.9628951	1.0451784	1.0151463	0.96828735	1.0652175	1.0297704	1.0967464	1.1171966	0.97632724	0.94107115	1.0046617	0.63458997
R:A-SNGR-8:669	1.1373519	1.2330841	1.2480074	1.156669	0.9994137	0.94043195	0.9338938	0.91028535	0.9118903	0.8756896	1.0097257	1.0896233	1.0575012	1.0724603	0.88778454	1.0196025	0.90025496	0.77317435	0.8442206	1.0005862
R:A-SNGR-8:1949	0.8767936	0.67346394	0.9488825	0.99285346	1.0422577	1.0206416	0.89472914	0.80179816	0.9285806	1.2036927	1.2113755	1.0336764	1.2230716	1.0808382	1.2209187	1.1155106	0.9731468	1.0044072	0.99559295	0.5647169
R:A-SNGR-8:925	1.1413558	1.0981755	1.0955905	0.9997958	0.98142105	0.9198782	1.0002041	1.0931044	1.0325422	1.0573812	1.0062876	0.9506694	0.90442675	0.9469864	0.89907193	0.9236248	0.9503125	0.9545013	1.0300604	null
R:A-SNGR-8:5341	1.2592425	1.324968	0.9940752	1.0016464	1.0849144	0.9983537	0.96366554	1.0170513	1.1079866	1.1065456	1.0443543	1.0649762	1.1046628	0.87488717	0.93109345	0.91039705	0.9544424	0.9267499	0.9460945	null
R:A-SNGR-8:4280	0.98806727	0.6221347	0.915124	1.0077367	1.0975825	1.0689933	0.83506894	0.816331	0.99226326	1.304141	1.2181668	1.0909616	1.1283305	0.9620733	1.1324724	1.0826613	0.9259872	0.91634125	1.0090966	0.6752988
R:A-SNGR-8:4317	0.94417024	1.1430199	1.0004107	0.9630717	0.9995893	1.0341684	0.99936646	1.0350178	0.9419604	0.8237901	0.95093346	1.1276009	1.0332038	1.0286859	1.022389	0.9951057	0.8765595	0.80010784	1.1148983	1.3337089
R:A-SNGR-8:1237	1.009074	0.9819816	0.9536106	0.9527185	0.9375467	0.98951876	1.0562116	1.0453101	1.0277828	0.95042884	1.0042537	1.0366272	0.95197386	0.95808935	0.94383025	0.99574625	null	1.1272346	1.0684423	1.1956438
R:A-SNGR-8:5853	1.3960229	1.4474251	1.1290276	0.99561316	0.9208236	1.031347	1.2417448	1.2920448	1.0043868	0.96042967	0.8927424	0.98940295	1.0046257	1.07574	0.9602374	0.9364297	0.8645695	0.97020364	0.9259163	1.2056777
R:A-SNGR-8:4829	1.0190508	1.0636877	1.1121104	0.98067904	0.98349303	0.9903416	1.0096583	1.0538255	1.0676621	0.97954005	0.94411623	1.0821772	1.0244131	0.9128001	0.88863724	0.8657505	1.0264231	0.88010645	0.9898231	1.0157773
R:A-SNGR-8:6109	1.0625805	0.9416602	1.031687	0.96084124	1.0469457	1.0517081	1.036364	1.0041215	1.0877148	1.0335529	1.0628853	0.9958784	0.91876966	0.8992916	0.93083817	0.93931794	1.0279412	0.9570783	0.99424714	0.90968275
R:A-SNGR-8:3293	1.0236485	0.9788256	0.93718857	0.99587625	0.9719795	0.94120294	0.9443501	1.0041239	0.9897112	1.0481545	1.1964095	0.9724661	1.0083693	1.1357802	1.0710578	1.1222469	0.9529915	0.93456733	1.0550255	1.0416999
R:A-SNGR-8:3549	1.0652083	1.1531533	1.0052587	0.9470013	0.8999979	0.9093624	0.9434957	1.0569555	0.96704906	0.917448	0.99474126	0.9044452	1.009722	0.91820693	0.9718471	1.0085238	1.011328	1.0245901	1.0413818	1.1918297
R:A-SNGR-8:5334	0.97071594	0.95468086	1.068633	1.0037184	0.9320209	1.0406305	1.0186931	1.0420612	1.0128611	0.9464209	0.921953	1.0149754	0.9695778	1.0623837	0.95110726	0.9509936	0.99628174	0.9088068	1.0074844	1.1129543
R:A-SNGR-8:4061	0.79625744	0.88485986	0.90023917	0.91700596	0.86621803	1.0041373	1.0005528	1.0585226	0.99944717	0.9594368	0.965441	1.0264732	1.0790706	1.0695577	0.94442004	0.9487814	1.4548324	1.2378982	1.0344031	1.6033562
R:A-SNGR-8:1245	1.1994307	1.0907019	1.1336002	0.9933888	1.0066112	0.9924858	1.0244818	1.0583894	1.1314826	1.0363985	0.9534084	1.0429444	1.0548525	0.9862137	0.9533837	0.8377087	0.88824296	0.875426	0.8195905	0.80869406
R:A-SNGR-8:221	1.2285923	null	1.2580352	0.87126577	0.9890175	0.9840103	0.8224261	1.0007349	1.1348354	1.1220601	1.1887666	1.017759	1.0699996	0.9508071	1.0589159	1.0157347	null	0.99926513	0.88860697	0.6370269
R:A-SNGR-8:4708	0.9579577	1.2324662	0.94596076	0.9070079	0.8583511	0.96614796	1.0967602	1.1574162	1.0742468	0.8674553	null	null	null	1.0236198	0.83611315	0.8949104	1.106703	0.97638035	0.937887	1.3276604
R:A-SNGR-8:477	1.0917139	0.9487292	1.0240424	1.0938289	1.0359758	1.0209111	0.98065805	0.8844222	1.01114	1.1384763	1.109846	0.8725285	0.9888599	0.9254683	0.96352595	0.97958386	0.9711797	1.0557412	1.143953	0.8061987
R:A-SNGR-8:733	null	null	1.063458	1.1679208	null	null	1.0960106	1.1879776	1.1395348	1	1.1128266	null	0.9264706	1.1058394	null	null	0.99804735	1.1340058	1.3340696	0.8745342
R:A-SNGR-8:2013	1.0314653	0.96164453	1.040174	0.95987934	1.0143784	0.9238908	0.98235554	1.0353091	1.0661997	1.0006161	1.0382202	1.0547925	0.9977402	0.91573876	0.970096	0.9683173	0.99899024	0.99938375	1.0151255	1.0184947
R:A-SNGR-8:4141	0.91856533	0.5555677	0.9922683	0.8926958	1.1115923	1.2033803	0.90899795	0.76878774	0.9942369	1.1774067	1.1851823	1.0080339	0.99164754	0.8965887	1.0057632	1.0678167	1.7554846	1.6346571	1.0503796	0.49508417
R:A-SNGR-8:5421	0.8551472	1.1472394	0.86400515	0.916758	0.8858212	1.0157772	0.852979	0.9307526	1.0657139	1.1016554	1.0833955	0.9776042	1.0428692	1.2063289	0.96031433	1.0541197	0.9842228	1.0630871	1.2584234	0.7138995
R:A-SNGR-8:5677	0.88572603	0.69235396	0.91094595	0.9738939	1.0017412	0.94437826	1.0139445	1.1605396	null	1.0439178	1.1443048	0.8803438	0.9717684	0.86474305	0.9988067	1.0011933	1.1374475	0.9695077	1.1059759	null
R:A-SNGR-8:2093	0.94765645	0.6218461	0.9614966	0.9523213	1.1006284	1.1842527	0.98262995	0.85842377	0.9241961	1.1055013	1.097903	1.0175388	1.0892925	0.9347535	1.0173701	1.0911946	0.9196779	1.0827403	1.0993667	0.53044546
R:A-SNGR-8:3900	1.3784566	null	1.2875955	1.1583647	0.9263742	0.975271	1.0089848	1.1528782	null	0.9910151	null	null	0.90995824	0.90978265	1.0117457	0.8637166	1.4418464	1.5131611	1.0144255	1.4828589
R:A-SNGR-8:2349	0.9509429	0.98783433	1.0302771	0.95999223	0.9238506	1.1174273	1.1961888	1.0898441	1.0005513	0.9281614	0.890573	1.0041546	1.0677614	0.97622687	0.99944866	1.1251234	0.95613325	0.887576	1.0344146	1.0616245
R:A-SNGR-8:4461	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:2861	1.0356336	1.2079946	1.0952134	0.9750776	0.9161135	1.0173491	1.0197884	1.1025985	1.093567	0.9625319	0.9124115	1.0780908	0.9675306	0.8930809	0.8729972	0.9361446	0.94882286	1.1105716	0.9826509	1.1760193
R:A-SNGR-8:3228	1.133725	1.2071241	1.0121615	1.0118665	1.0020403	0.9392357	0.89093226	1.0008335	1.0735224	0.9991664	0.89410675	1.0026759	0.8127293	0.8948915	0.87395114	0.88852996	0.92632776	0.95269483	1.0225971	1.1566242
R:A-SNGR-8:45	0.7412415	0.6701603	0.9827511	1.0172489	1.1320242	1.1676787	1.0733345	0.8411013	1.0358629	1.1385287	1.1141828	0.9538701	1.0233473	0.9661178	0.97215617	0.9338896	1.0296284	1.0855739	0.94094855	0.8343325
R:A-SNGR-8:1030	1.0140774	0.69810385	0.8972892	0.85788286	0.89580494	1.0336443	0.9254572	0.9132921	1.1393211	1.1128001	1.0204766	0.9859226	0.9449507	0.904021	1.0403618	1.1346816	1.2531323	1.421339	1.2007196	0.5625524
R:A-SNGR-8:5078	null	null	null	null	null	null	null	3.6816862	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:2204	1.1451035	1.0197006	1.2056826	0.996157	1.003843	1.004682	1.0095671	1.0071659	1.0099692	0.98293364	0.99362284	0.99581903	0.9487416	0.7366445	0.9820127	0.86257774	0.9285037	0.9763851	1.0245471	1.0709021
R:A-SNGR-8:301	3.7507246	2.614756	null	2.3525972	1	null	2.2139876	2.2598536	null	null	null	null	null	null	null	null	2.2807424	1.7238443	null	null
R:A-SNGR-8:813	null	null	null	null	null	2.7379677	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:5485	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	4.7883906	null	null	null
R:A-SNGR-8:3181	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:1286	null	null	null	null	null	null	3.1518574	2.4896727	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4536	1.6573583	null	1.4007387	1.2112569	null	null	1.4477465	1.3767945	0.8943873	0.8943873	0.8943873	0.8943873	0.8943873	1.4904857	1.1056126	1.1728107	1.7157823	1.4816232	0.8943873	null
R:A-SNGR-8:4792	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:6072	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:3740	0.8333591	0.7770124	0.9785108	0.9875119	1.0224016	1.03016	0.9935418	0.9331319	0.9837529	1.0064582	1.0306537	0.97546315	0.93963766	1.0153617	1.0678661	1.0756669	1.0152893	1.0161569	1.0954374	0.8936712
R:A-SNGR-8:2676	null	null	null	null	null	null	null	10.777203	null	null	null	null	9.426317	null	null	13.80415	null	null	13.201662	null
R:A-SNGR-8:4370	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:3810	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4626	0.6754647	null	0.425197	0.49412093	0.81797916	null	0.6014188	0.55511564	null	null	null	0.48087326	null	null	0.7230632	0.8266691	null	null	0.54020905	null
R:A-SNGR-8:4882	0.57469654	0.93307006	0.9962188	0.84527194	null	null	0.81051296	0.67939097	null	null	null	null	null	1.0616027	0.8701555	0.7165485	0.8756233	null	0.93227655	null
R:A-SNGR-8:1573	1.184169	null	1.037035	0.93127626	0.94464445	1.04732	1.2010925	1.24453	0.99382645	0.8829751	0.8738917	0.8904452	0.9417601	1.086221	0.9954826	1.0062546	0.9855174	1.0480642	1.0045173	1.2823853
R:A-SNGR-8:3956	1.2490188	1.6085404	1.6449914	1.5327412	1.2989817	1.4283286	1.3504424	1.0885909	0.9248854	1.2105517	0.84568155	0.90942734	0.93500173	0.91059905	0.81903076	0.8091934	0.875931	0.95714194	0.83955055	1.0428581
R:A-SNGR-8:3090	0.8366119	0.8942009	0.99501	1.0161191	1.1055611	1.1532569	1.1558006	1.0221483	0.9446253	0.9225437	0.94701254	1.0927055	1.0049899	1.0628607	1.0568976	1.0368277	0.81190807	0.8810514	0.98452854	0.9001043
R:A-SNGR-8:5622	1.155087	1.1926681	1.1474177	1.0367767	0.93866265	1.0109835	1.1365006	1.0750608	0.98877627	0.93614227	0.93924254	0.9196495	0.9951001	0.89723426	0.9118525	0.90295815	0.9261366	1.0048999	1.0279603	1.1921852
R:A-SNGR-8:5300	1.05912	1.2254002	1.2404518	0.94529074	1.0775125	1.0835217	0.8990789	0.98398525	null	1.0492102	null	1.0160146	0.9531124	0.93923235	0.9205045	0.8378625	0.8145901	0.79997253	0.9587526	null
R:A-SNGR-8:1506	null	null	null	0.9240612	null	null	1.0871073	0.97606343	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:5138	null	1.4742547	null	1.6610637	null	null	null	null	null	null	1	null	null	1.3440713	null	1.0884295	0.9645202	null	null	null
R:A-SNGR-8:3044	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4276	1.3218013	1.6886706	1.5981841	1.3995793	1.4283341	1.3153493	1.259511	1.1131744	0.9310137	0.7460832	0.858004	1.0387809	0.8848058	0.83549136	0.7476124	0.69040245	0.535503	null	0.70242757	0.9612191
R:A-SNGR-8:1252	0.8559157	0.76706576	0.9063483	0.9375889	1.1043152	1.1195018	1.0980341	0.9426687	0.8919994	0.89964217	0.9659598	1.0309424	1.0437438	1.027342	1.0766441	1.003738	0.996262	1.0082104	1.0078229	0.94254935
R:A-SNGR-8:3996	0.96953493	1.1500382	1.0734082	1.0217031	0.9424999	0.96737	1.1199538	0.9547286	1.029769	1.0101959	0.99786246	1.0638903	1.0903647	0.9950878	1.139044	1.0021375	0.93884027	0.9191493	0.9391674	0.96632427
R:A-SNGR-8:1180	1.12453	1.003223	0.92935234	0.92904246	0.946958	0.98468316	0.9591495	0.947435	1.0554295	0.9332094	0.9568779	0.9967771	1.0557675	1.0725634	1.1392493	1.0446051	1.1397212	null	1.1074722	1.1610792
R:A-SNGR-8:1829	1.093673	1.2863257	0.93785745	0.94842434	0.8949251	0.91262794	1.096227	1.0811095	1.1123798	1.0014206	0.97552264	1.099377	1.0109686	1.1891562	0.99396867	0.9521371	0.99857926	0.88553876	0.9117154	1.2057803
R:A-SNGR-8:1574	1.0426775	1.0359108	0.91509384	0.9154541	0.8855703	1.0026639	1.0381356	1.0498805	1.1791523	0.99733615	0.9583904	0.9493238	0.9149807	0.99216264	0.9276382	0.98507214	1.0460234	1.0676771	1.2078226	1.1494871
R:A-SNGR-8:412	0.95315444	null	0.9524769	1.0153036	1.0627563	0.951971	0.8643864	0.9162208	0.9370975	1.2010436	1.0268463	1.0140637	1.0626681	0.96989274	0.99964595	1.0513786	0.97810876	1.0439698	1.0003539	0.84715605
R:A-SNGR-8:197	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:1948	1.3290318	1.1045754	1.2127664	1.1936065	1.1971287	1.1282334	1.1064985	0.9980722	0.9337324	0.99009424	1.0520949	0.96932715	1.0197431	0.8711491	0.9671114	0.9924655	0.94703364	0.94852823	1.0019277	0.8265964
R:A-SNGR-8:924	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:5340	1.0518322	0.92765987	0.8476657	0.8767772	1.1098039	1.0048398	1.0755882	1.0543727	1.0610336	1.0873561	0.9106088	0.9951603	0.9742161	0.9461398	1.0792048	1.047092	0.85568357	0.8049746	1.0957276	0.91216743
R:A-SNGR-8:4316	0.9960975	0.72146183	0.8689436	0.90319866	1.2361034	1.0676531	0.7603492	0.7209383	1.0434219	1.3655002	1.2273456	1.0039024	1.1277492	1.0845724	1.2517328	1.0235076	0.9739322	0.92927545	0.9819405	null
R:A-SNGR-8:5596	0.9931731	1.0865527	1.1011889	1.0626519	1.0004975	1.0302892	1.0857164	0.9986423	1.0661488	1.0271274	null	0.9073812	0.9832741	1.0572561	0.9995027	0.96098304	0.90617913	1.0050906	0.97707474	null
R:A-SNGR-8:4828	1.1840409	1.2944881	1.0891869	1.058968	1.0575492	1.0082097	1.1641299	1.086342	0.95564497	0.9826104	0.9865065	1.0182744	0.9974759	1.002524	0.99289715	0.9859908	0.9710806	0.91960484	0.8463235	0.8471857
R:A-SNGR-8:6108	0.9975428	0.9990879	1.0957533	1.0617446	1.1844038	1.1604428	1.0384922	0.9406729	0.9539415	0.88454044	0.86170006	0.92974985	0.8478412	0.9622318	1.0807979	1.0009121	1.1693579	1.2196571	0.8547997	1.0213648
R:A-SNGR-8:3292	1.0959766	null	1.0368769	0.9940845	1.0722785	1.0514163	0.8337961	0.8999436	0.96367645	1.2706887	1.0055104	0.9219594	1.0419744	0.99448943	1.2204976	1.0935409	0.88955307	0.9191664	1.0655242	null
R:A-SNGR-8:2876	1.0905076	0.947481	1.0662729	1.0739299	1.1344817	1.0465583	1.0755336	0.9340697	0.99537426	1.0046258	0.97474676	1.0574191	0.9296574	0.9136609	0.9154401	1.075091	0.9738621	1.0266417	0.9588402	0.954559
R:A-SNGR-8:3548	0.7506202	0.9306255	0.9855516	1.0436293	1.1580677	1.1228948	1.074018	1.0144483	0.9746417	0.95605993	0.94456327	0.9758341	1.0422931	0.96854985	1.102089	1.0998082	1.2103655	1.1771649	0.963966	0.9786659
R:A-SNGR-8:3804	0.9288992	0.86491126	0.8724094	0.9453148	0.9672055	1.0386709	1.0630708	1.0397491	0.9981852	1.0088385	1.0180238	1.0018148	1.0727139	1.0197291	1.1265961	0.9426807	0.8706681	0.829316	1.0934336	0.78869355
R:A-SNGR-8:1244	1.1663665	1.1950397	1.0828635	0.9982797	1.0017202	0.9654075	0.96076703	0.9755261	1.0538766	1.0175196	1.0439616	1.0908853	1.0606769	1.1494976	0.9873174	0.9960799	0.94964635	0.9150955	0.887282	0.9708606
R:A-SNGR-8:5719	1.0030841	1.2015796	1.0102952	0.95368	0.94494414	1.0085485	1.116048	1.102272	0.9969159	0.8831009	0.947739	1.0183034	0.92790705	1.0798107	0.913252	0.90901446	1.1448753	1.1616307	0.90514773	0.8392691
R:A-SNGR-8:1500	1.0924376	1.2861197	1.1601974	1.0181735	0.93172646	1.1040705	1.0380068	1.0388267	0.9180079	0.9720606	1.0548956	0.87894773	0.89160967	0.90884924	0.90277886	0.8342643	0.98182666	0.9656623	1.0935347	1.0568237
R:A-SNGR-8:476	1.514677	null	null	1.0667137	null	null	0.926995	1.1978394	null	null	null	null	null	null	null	null	1.1221461	1.0651659	null	null
R:A-SNGR-8:163	1.0483074	1.0617363	0.9708159	1.1303012	0.9947009	1.0847872	1.0043842	0.96510327	0.96832097	1.1247475	1.0779184	0.85116917	0.9856634	0.91369444	1.0400523	0.9956157	0.9836428	1.136553	1.0201756	0.69382375
